VirusVariant,included sub-lineages,LineageMutations,ECDCClassification,ValidFrom
XBB.1.5-like+L455F+F456L,JF.1|EG.5.1.8|HK.3.11|XCH|JD.1|HK.3.2.2|HK.3.6|XCH.1|JD.1.1.5|HK.3.8|KE.2|JF.1.1.2|HK.3.7|HK.31|HK.3.9|JD.1.1.8|JF.1.1|GK.1.3|HK.3.2.1|HK.3.2|HK.3.4|KB.2|HK.8.1|HK.3.14|JD.1.1.6|GW.5.1.1|JF.1.1.1|HK.30|KK.2|JD.1.1.3|HK.3.3|JD.1.1.4|KE.1|HK.3|HK.34|HK.3.1|KB.1|JD.1.2.1|HK.3.5|HK.34.1|KB.4|HK.33|JD.1.1.1|KE.3|JD.1.2|JD.1.1|HK.3.13|JD.1.1.2|JD.1.1.7|HK.3.10|HK.32|HK.8|HK.3.12|JJ.1|KK.1|KB.3|JD.1.2.2,VUM,2023-08-01
BA.2.87.1,BA.2.87.1,VUM,2024-01-01
